name,probability
jabeur o.,0.06086900141547925
ostapenko j.,0.064084355351395
rybakina e.,0.06179358981301155
kvitova p.,0.0487089173328984
garcia c.,0.053394451950250006
pegula j.,0.05683469707841088
bencic b.,0.04273490982222172
alexandrova e.,0.03727956105639098
swiatek i.,0.10099995140656787
sabalenka a.,0.06999368335608702
jabeur o.,0.05236879379426147
ostapenko j.,0.05715771960953695
rybakina e.,0.04766569640905555
kvitova p.,0.04398946975702639
garcia c.,0.0425789730984545
pegula j.,0.03807210392107334
bencic b.,0.04460777427993897
alexandrova e.,0.049169895044613623
swiatek i.,0.10126514653933803
sabalenka a.,0.06782869870268987
jabeur o.,0.05580794961727669
ostapenko j.,0.05773073199255546
rybakina e.,0.04955956642642404
kvitova p.,0.044627962125112004
garcia c.,0.04110829191561557
pegula j.,0.03790523453247627
bencic b.,0.044901249565625814
alexandrova e.,0.0513224591049381
swiatek i.,0.0971973208092935
sabalenka a.,0.0608818260193827
jabeur o.,0.051282630227877074
ostapenko j.,0.062247284480544444
rybakina e.,0.054060232865700573
kvitova p.,0.04236956916941874
garcia c.,0.04664084124131769
pegula j.,0.03578652554557957
bencic b.,0.036187485316815114
alexandrova e.,0.034127123187584055
swiatek i.,0.09411509244794043
sabalenka a.,0.05821871374310925
jabeur o.,0.05921775722832404
ostapenko j.,0.05678517938474799
rybakina e.,0.05347857471276094
kvitova p.,0.04754070112266823
garcia c.,0.03515852739666238
pegula j.,0.03699670725508023
bencic b.,0.03409439183489031
alexandrova e.,0.03163079115776541
swiatek i.,0.09456676460736446
sabalenka a.,0.055113360074662644
jabeur o.,0.05715926176440564
ostapenko j.,0.06069546194388076
rybakina e.,0.04864161776718776
kvitova p.,0.04179967648185791
garcia c.,0.041733307857679314
pegula j.,0.039186507752556284
bencic b.,0.03998587871194415
alexandrova e.,0.024255007706872597
swiatek i.,0.0982077186095121
sabalenka a.,0.05776595329816584
jabeur o.,0.05459201933487997
ostapenko j.,0.054227638352039524
rybakina e.,0.05708626628485303
kvitova p.,0.04394598061141436
garcia c.,0.04431725410009864
pegula j.,0.034484343692987016
bencic b.,0.05610092913785734
alexandrova e.,0.05519404054222239
swiatek i.,0.09368629010317661
sabalenka a.,0.05334201502149315
jabeur o.,0.06049960892557023
ostapenko j.,0.06477756125778632
rybakina e.,0.047483555905412214
kvitova p.,0.04433579357487072
garcia c.,0.051592896189769526
pegula j.,0.04410149177654962
bencic b.,0.049417198551834816
alexandrova e.,0.04117768947441222
swiatek i.,0.09534200503914923
sabalenka a.,0.05352247565449615
jabeur o.,0.05720596837974898
ostapenko j.,0.0691390252515485
rybakina e.,0.050833860655902965
kvitova p.,0.04022920136190156
garcia c.,0.05267494906572029
pegula j.,0.04974014027991215
bencic b.,0.047048172409614064
alexandrova e.,0.043621632074229054
swiatek i.,0.09046638603654482
sabalenka a.,0.06561939319646926
jabeur o.,0.05807098273316152
ostapenko j.,0.05343500252886928
rybakina e.,0.06241986999474748
kvitova p.,0.05948920821381933
garcia c.,0.03683109115579266
pegula j.,0.04382075687278529
bencic b.,0.042732447114576425
alexandrova e.,0.04279740789295033
swiatek i.,0.092091217049317
sabalenka a.,0.058722704050291924
jabeur o.,0.04371335909093408
ostapenko j.,0.05348349971837081
rybakina e.,0.06048071624634773
kvitova p.,0.05177011342883371
garcia c.,0.04380421282602375
pegula j.,0.04641441895303502
bencic b.,0.050410457983919126
alexandrova e.,0.026003654884554805
swiatek i.,0.09398332670670734
sabalenka a.,0.05659930532872976
jabeur o.,0.06312034414097159
ostapenko j.,0.055679181506721354
rybakina e.,0.05022289782679334
kvitova p.,0.0440857641296061
garcia c.,0.05526189793628401
pegula j.,0.04042956193970097
bencic b.,0.039221249442196265
alexandrova e.,0.03851636566640225
swiatek i.,0.09501532581956015
sabalenka a.,0.06664088852760723
jabeur o.,0.057568692870536085
ostapenko j.,0.053263467276274304
rybakina e.,0.049483142303943475
kvitova p.,0.04983140794843694
garcia c.,0.04219779014442679
pegula j.,0.03307844930810228
bencic b.,0.04005973362048287
alexandrova e.,0.0378208495136903
swiatek i.,0.09482988753303129
sabalenka a.,0.06543695779239117
jabeur o.,0.06508592728787634
ostapenko j.,0.05764823730927894
rybakina e.,0.052476789016528184
kvitova p.,0.04472545283794342
garcia c.,0.03902310508450349
pegula j.,0.03547340965793307
bencic b.,0.04021752515726356
alexandrova e.,0.040404039844060095
swiatek i.,0.09933863120074382
sabalenka a.,0.06416642200982096
jabeur o.,0.06517587238246408
ostapenko j.,0.04344143313839604
rybakina e.,0.0630371185347968
kvitova p.,0.04936823479471954
garcia c.,0.04726470304358235
pegula j.,0.035229011409841596
bencic b.,0.051447644597813647
alexandrova e.,0.043356580839251146
swiatek i.,0.11072500467498447
sabalenka a.,0.05673927467172771
jabeur o.,0.03936391764194079
ostapenko j.,0.07266350123900343
rybakina e.,0.04531986440291108
kvitova p.,0.0550045960261993
garcia c.,0.052705063708735456
pegula j.,0.05143752013724291
bencic b.,0.030798698347731537
alexandrova e.,0.04905175493873589
swiatek i.,0.09119494154539488
sabalenka a.,0.05401185083692076
jabeur o.,0.054988454908301364
ostapenko j.,0.059147052690920555
rybakina e.,0.05677483072366936
kvitova p.,0.04523846878397578
garcia c.,0.04953593797461243
pegula j.,0.03648909740201871
bencic b.,0.05332923744770223
alexandrova e.,0.03818848882744201
swiatek i.,0.08703105517373902
sabalenka a.,0.06524357762798719
jabeur o.,0.053355578894214495
ostapenko j.,0.04564805262464414
rybakina e.,0.06256429102518837
kvitova p.,0.05165343139836074
garcia c.,0.04875855167754854
pegula j.,0.04560772074648311
bencic b.,0.036646137335561275
alexandrova e.,0.038340052436860374
swiatek i.,0.1017153726045277
sabalenka a.,0.05869087878108157
jabeur o.,0.05544783609189807
ostapenko j.,0.06923070837339715
rybakina e.,0.047965407470263004
kvitova p.,0.04365042276489733
garcia c.,0.045149400354608155
pegula j.,0.04260258335269732
bencic b.,0.05158348594439359
alexandrova e.,0.04766762733049758
swiatek i.,0.08856919397709043
sabalenka a.,0.07315462875511734
jabeur o.,0.04570563838949519
ostapenko j.,0.041737118582856995
rybakina e.,0.06307847067318523
kvitova p.,0.05322534155048181
garcia c.,0.03601361381525487
pegula j.,0.045385176894814236
bencic b.,0.02820743404987347
alexandrova e.,0.044094434599060386
swiatek i.,0.0994028716913023
sabalenka a.,0.0503727099373521
jabeur o.,0.06328028884480932
ostapenko j.,0.06754234809514106
rybakina e.,0.059245358490535936
kvitova p.,0.0490292516201888
garcia c.,0.05031575039123557
pegula j.,0.04098593228726815
bencic b.,0.06406106987505034
alexandrova e.,0.034293275790871824
swiatek i.,0.09667143153532085
sabalenka a.,0.06317688609158524
jabeur o.,0.052757393175689615
ostapenko j.,0.063480599442539
rybakina e.,0.05119129173613481
kvitova p.,0.047581633812371266
garcia c.,0.04024977685539022
pegula j.,0.05052196872038248
bencic b.,0.06264822334459455
alexandrova e.,0.031566618117594494
swiatek i.,0.08994183440913658
sabalenka a.,0.06859052330078955
jabeur o.,0.04981925720998024
ostapenko j.,0.0551397353750198
rybakina e.,0.057489966889503294
kvitova p.,0.031040138786852495
garcia c.,0.05209832658802453
pegula j.,0.060155449852804646
bencic b.,0.04257447923264077
alexandrova e.,0.03286477065735373
swiatek i.,0.1013302562162092
sabalenka a.,0.04792277727342415
jabeur o.,0.049404293202971815
ostapenko j.,0.0560312935371508
rybakina e.,0.07806425337505687
kvitova p.,0.051484940034967126
garcia c.,0.05312202576700334
pegula j.,0.028576801915988242
bencic b.,0.04661359172236084
alexandrova e.,0.03833780650362158
swiatek i.,0.09247379647474405
sabalenka a.,0.055693098964846983
jabeur o.,0.041419229396714795
ostapenko j.,0.061748308209567795
rybakina e.,0.06297607890702642
kvitova p.,0.03576543255741166
garcia c.,0.043765921838579996
pegula j.,0.041245113615661085
bencic b.,0.04783297539441654
alexandrova e.,0.02890127939044561
swiatek i.,0.09182558365570859
sabalenka a.,0.065395020960899
jabeur o.,0.06002981000086254
ostapenko j.,0.05457561963465692
rybakina e.,0.06541386282921588
kvitova p.,0.050717135302552466
garcia c.,0.04330782452679445
pegula j.,0.05183933402982237
bencic b.,0.0399781842500763
alexandrova e.,0.02708577415057771
swiatek i.,0.10300485462069883
sabalenka a.,0.05507817734073328
jabeur o.,0.04749757695828597
ostapenko j.,0.05375284894587578
rybakina e.,0.04294102773648444
kvitova p.,0.040945152885972495
garcia c.,0.03993459032534537
pegula j.,0.03254546175514057
bencic b.,0.04865489669384577
alexandrova e.,0.05174423369913528
swiatek i.,0.10804351654940939
sabalenka a.,0.06074897942850422
jabeur o.,0.05407885209896832
ostapenko j.,0.05221808443821909
rybakina e.,0.05975406319114628
kvitova p.,0.05051326063192145
garcia c.,0.04904384022497112
pegula j.,0.047392618924659374
bencic b.,0.027580297804635
alexandrova e.,0.03377529904665465
swiatek i.,0.10488969586782412
sabalenka a.,0.05979936181534465
jabeur o.,0.054850089571928565
ostapenko j.,0.05661998065895739
rybakina e.,0.04888463053768019
kvitova p.,0.03828984068693661
garcia c.,0.03722512100129015
pegula j.,0.035490583652493454
bencic b.,0.05761767983631162
alexandrova e.,0.046652489749436137
swiatek i.,0.09893991596458133
sabalenka a.,0.059364773586629366
jabeur o.,0.058075521324080934
ostapenko j.,0.052391888391431815
rybakina e.,0.056987815211478665
kvitova p.,0.05419061538897472
garcia c.,0.0476131256982756
pegula j.,0.048458891689667646
bencic b.,0.029648661766154716
alexandrova e.,0.03354846732901273
swiatek i.,0.09667173566110046
sabalenka a.,0.059786862029527994
jabeur o.,0.05042859431369792
ostapenko j.,0.042727478658756625
rybakina e.,0.05822539240920425
kvitova p.,0.04062652668686329
garcia c.,0.04232015853334857
pegula j.,0.03750023951833632
bencic b.,0.050052895075369454
alexandrova e.,0.04255393409772669
swiatek i.,0.09721587176048854
sabalenka a.,0.062297729500005845
jabeur o.,0.059219546623184766
ostapenko j.,0.06070610016419354
rybakina e.,0.057046186716203005
kvitova p.,0.04180045949939773
garcia c.,0.04817363654062709
pegula j.,0.0373737542677009
bencic b.,0.04630739901782509
alexandrova e.,0.04163345377207886
swiatek i.,0.10229658081964643
sabalenka a.,0.060056467371124383
jabeur o.,0.05658454506477082
ostapenko j.,0.06762983472154796
rybakina e.,0.05795647121946699
kvitova p.,0.04717133463892015
garcia c.,0.051222839178345976
pegula j.,0.04557016782358448
bencic b.,0.04455823029261825
alexandrova e.,0.04365618875147735
swiatek i.,0.09234397147545317
sabalenka a.,0.06230444445501766
jabeur o.,0.05495612262869743
ostapenko j.,0.04566915537804676
rybakina e.,0.05306609173994836
kvitova p.,0.04266086290858737
garcia c.,0.04084717394768489
pegula j.,0.04086534757749748
bencic b.,0.03891993413313118
alexandrova e.,0.0419241073000239
swiatek i.,0.09653218561603952
sabalenka a.,0.05875848294566879
jabeur o.,0.0555217924843432
ostapenko j.,0.0616960627179952
rybakina e.,0.05262820953359566
kvitova p.,0.04666142643894102
garcia c.,0.04152857205527281
pegula j.,0.040090579448471914
bencic b.,0.0510156257601541
alexandrova e.,0.03550371259426603
swiatek i.,0.09638598278354613
sabalenka a.,0.06869164242539852
jabeur o.,0.05763809094628874
ostapenko j.,0.05608298955614694
rybakina e.,0.05281225918317848
kvitova p.,0.04137738985959757
garcia c.,0.04561784193851027
pegula j.,0.04532961210631716
bencic b.,0.03237331078548175
alexandrova e.,0.04271628308758054
swiatek i.,0.09768101037692303
sabalenka a.,0.06119897911507222
jabeur o.,0.06384379081266586
ostapenko j.,0.06002972730988058
rybakina e.,0.055054708288037685
kvitova p.,0.05232514434402027
garcia c.,0.0443610242330954
pegula j.,0.03917417847762784
bencic b.,0.03824280421746519
alexandrova e.,0.040562327972959306
swiatek i.,0.0968360424496812
sabalenka a.,0.05930849769761672
jabeur o.,0.06391318709373174
ostapenko j.,0.05624530704976413
rybakina e.,0.05376319980634479
kvitova p.,0.05111033169012837
garcia c.,0.043621024989579295
pegula j.,0.03592289113530203
bencic b.,0.03906315293729149
alexandrova e.,0.04145485375476852
swiatek i.,0.09829489832317928
sabalenka a.,0.06274770930822351
jabeur o.,0.058690573118779225
ostapenko j.,0.04887333029802426
rybakina e.,0.06069562590962155
kvitova p.,0.04403550154554979
garcia c.,0.05018903878113148
pegula j.,0.04472458739487531
bencic b.,0.03369352168403657
alexandrova e.,0.04633684347362396
swiatek i.,0.10176038167434201
sabalenka a.,0.05673389041508231
jabeur o.,0.05252621556296899
ostapenko j.,0.056344003363974694
rybakina e.,0.042183249049456056
kvitova p.,0.04433649522326706
garcia c.,0.03630673927701128
pegula j.,0.031367381938561645
bencic b.,0.05121467805950239
alexandrova e.,0.030880378044875686
swiatek i.,0.10499657037572999
sabalenka a.,0.05323120184460506
jabeur o.,0.05512601438273644
ostapenko j.,0.05719599852729725
rybakina e.,0.06629317086254193
kvitova p.,0.04325060849413313
garcia c.,0.05538124631545772
pegula j.,0.05312811334598512
bencic b.,0.031836647964906525
alexandrova e.,0.05086830833046889
swiatek i.,0.11776570082628769
sabalenka a.,0.07268170441064356
jabeur o.,0.052681996512397924
ostapenko j.,0.046022401254982775
rybakina e.,0.041172067775681775
kvitova p.,0.05302326347408401
garcia c.,0.02556567033975292
pegula j.,0.022980617839308992
bencic b.,0.058830712001772666
alexandrova e.,0.022653590849059366
swiatek i.,0.10801553444709441
sabalenka a.,0.04418033327344427
jabeur o.,0.06260083249307982
ostapenko j.,0.06255998806241822
rybakina e.,0.0663346609497171
kvitova p.,0.036728142735337116
garcia c.,0.05848158117659707
pegula j.,0.05300291813061792
bencic b.,0.026819908734916645
alexandrova e.,0.048803632279096315
swiatek i.,0.10608222746513374
sabalenka a.,0.05865243947471498
jabeur o.,0.05048066378285643
ostapenko j.,0.05010460272205042
rybakina e.,0.06153889869103955
kvitova p.,0.04960884069611393
garcia c.,0.05386028092573224
pegula j.,0.04554890879879347
bencic b.,0.049629967415564254
alexandrova e.,0.031297832698643585
swiatek i.,0.10890186073344349
sabalenka a.,0.061606614122944055
jabeur o.,0.05261693712367517
ostapenko j.,0.05312136723340462
rybakina e.,0.06726036774043098
kvitova p.,0.05269721285223037
garcia c.,0.052297677347681114
pegula j.,0.051399074378893746
bencic b.,0.053152316136358284
alexandrova e.,0.03082087259236846
swiatek i.,0.11018640427521562
sabalenka a.,0.06168927974033593
jabeur o.,0.0664493320676856
ostapenko j.,0.04239590553124058
rybakina e.,0.06383226376435047
kvitova p.,0.05588688493769308
garcia c.,0.051372823895899304
pegula j.,0.05999475773751967
bencic b.,0.05382010091654053
alexandrova e.,0.049160529414434974
swiatek i.,0.08883799689728472
sabalenka a.,0.05776268836346811
jabeur o.,0.04373208498421574
ostapenko j.,0.073061764573318
rybakina e.,0.05934536126960528
kvitova p.,0.043884312101553365
garcia c.,0.028548637929459893
pegula j.,0.03608314229311008
bencic b.,0.04109557775904795
alexandrova e.,0.024063093210587416
swiatek i.,0.09363646433925751
sabalenka a.,0.06471911713660046
jabeur o.,0.0631654002238303
ostapenko j.,0.046925612474719505
rybakina e.,0.05304923503456058
kvitova p.,0.048701936514581094
garcia c.,0.05487745297423297
pegula j.,0.047873265838177886
bencic b.,0.045352897152643935
alexandrova e.,0.05062161480604364
swiatek i.,0.09063093118243301
sabalenka a.,0.06087240701896647
jabeur o.,0.0493754380655362
ostapenko j.,0.06515601416153186
rybakina e.,0.061761007147168465
kvitova p.,0.048622903001275974
garcia c.,0.03548487660315667
pegula j.,0.04223707678061694
bencic b.,0.039201150601151216
alexandrova e.,0.03598793214106658
swiatek i.,0.0964153147558956
sabalenka a.,0.0566429788036916
jabeur o.,0.05877950858643826
ostapenko j.,0.06538911999510157
rybakina e.,0.047824567906996386
kvitova p.,0.05666419090392791
garcia c.,0.051897579955667045
pegula j.,0.04379581631980169
bencic b.,0.042617042639961814
alexandrova e.,0.04729763931449534
swiatek i.,0.09871613168126958
sabalenka a.,0.06737089573898994
jabeur o.,0.05425535195914385
ostapenko j.,0.0489518157715839
rybakina e.,0.06302555735395612
kvitova p.,0.037926359725537595
garcia c.,0.04060108628290436
pegula j.,0.0447765391857002
bencic b.,0.043804772963625
alexandrova e.,0.03646953859105718
swiatek i.,0.09679711194773034
sabalenka a.,0.05830899659702269
jabeur o.,0.05787504064481269
ostapenko j.,0.05891374328972602
rybakina e.,0.04970870265240785
kvitova p.,0.0521285212754842
garcia c.,0.04576022602505418
pegula j.,0.04611016147411236
bencic b.,0.038635443950023315
alexandrova e.,0.041751902629515135
swiatek i.,0.09835202399273812
sabalenka a.,0.05328706983905243
jabeur o.,0.0613409159103778
ostapenko j.,0.054195544737847774
rybakina e.,0.048475702865735514
kvitova p.,0.051308676295796614
garcia c.,0.055466297007236376
pegula j.,0.04485424569553254
bencic b.,0.04156216198905681
alexandrova e.,0.035428642038781905
swiatek i.,0.10013191958732609
sabalenka a.,0.07269699703556469
jabeur o.,0.0489301542927929
ostapenko j.,0.0570734870724933
rybakina e.,0.06328610606828737
kvitova p.,0.040124305703230945
garcia c.,0.03272053628480838
pegula j.,0.04090484262373462
bencic b.,0.04183192031152334
alexandrova e.,0.044714070362023794
swiatek i.,0.10125317736780873
sabalenka a.,0.06983974123402709
jabeur o.,0.042555317706655084
ostapenko j.,0.05199058487312413
rybakina e.,0.051154379642833286
kvitova p.,0.04908766126989569
garcia c.,0.044317946483325904
pegula j.,0.03274232151688079
bencic b.,0.04269820356355836
alexandrova e.,0.05482643458734229
swiatek i.,0.09418016723538392
sabalenka a.,0.05163492666396929
jabeur o.,0.05856778595084176
ostapenko j.,0.04653245895516914
rybakina e.,0.050244751915952075
kvitova p.,0.04121334850494145
garcia c.,0.03266556357890194
pegula j.,0.04483405438875337
bencic b.,0.02813809678393296
alexandrova e.,0.026527199420251016
swiatek i.,0.12229893852032436
sabalenka a.,0.06379464103764303
jabeur o.,0.025746119305169027
ostapenko j.,0.06560245652586275
rybakina e.,0.05444058958185467
kvitova p.,0.048081938813298614
garcia c.,0.08301104926972067
pegula j.,0.07169891470079218
bencic b.,0.04646197874138418
alexandrova e.,0.05198607382955675
swiatek i.,0.11597350836828774
sabalenka a.,0.06800133083905349
jabeur o.,0.04774160829020954
ostapenko j.,0.07894265468279943
rybakina e.,0.05296184571965193
kvitova p.,0.03959887905165471
garcia c.,0.06935116701125985
pegula j.,0.04223272535130318
bencic b.,0.06686159827273412
alexandrova e.,0.0536473161799443
swiatek i.,0.0819235487993494
sabalenka a.,0.017468243455822055
jabeur o.,0.05254321497155706
ostapenko j.,0.04917838410934536
rybakina e.,0.034489129111521175
kvitova p.,0.06729325966666325
garcia c.,0.025715846540074146
pegula j.,0.044342807155520164
bencic b.,0.034016035952436796
alexandrova e.,0.03107846811300051
swiatek i.,0.0876221695965335
sabalenka a.,0.06847471362234166
jabeur o.,0.05955030518307555
ostapenko j.,0.0665794228297123
rybakina e.,0.09600392968509203
kvitova p.,0.01779279956200812
garcia c.,0.054330396908081245
pegula j.,0.03563418603742231
bencic b.,0.023928689482331914
alexandrova e.,0.02670047764476627
swiatek i.,0.07690235709858706
sabalenka a.,0.03143832383395642
jabeur o.,0.059263794285945276
ostapenko j.,0.04184882855474115
rybakina e.,0.06871956291855746
kvitova p.,0.046010120496564624
garcia c.,0.055907591698379694
pegula j.,0.06028270364365497
bencic b.,0.038660746942258094
alexandrova e.,0.03185014127908672
swiatek i.,0.07590742168729112
sabalenka a.,0.08482168821540757
jabeur o.,0.03997310993768477
ostapenko j.,0.056373383523797414
rybakina e.,0.028681257121564108
kvitova p.,0.07305264985399404
garcia c.,0.048226655291120475
pegula j.,0.02571334955352836
bencic b.,0.03206974547824719
alexandrova e.,0.06308968354414335
swiatek i.,0.07802662366593777
sabalenka a.,0.045370527613473384
jabeur o.,0.04948214323489583
ostapenko j.,0.06637272496278927
rybakina e.,0.04064284205990069
kvitova p.,0.057766124369286215
garcia c.,0.04217260731896767
pegula j.,0.017022997047327265
bencic b.,0.04330488858384579
alexandrova e.,0.047483527309062495
swiatek i.,0.08259753996607429
sabalenka a.,0.0648374464451401
jabeur o.,0.047707078135519464
ostapenko j.,0.05453629175774243
rybakina e.,0.058996683416180806
kvitova p.,0.060933147948557524
garcia c.,0.03095981656604222
pegula j.,0.03688174094726831
bencic b.,0.036649140930807386
alexandrova e.,0.043639582458796185
swiatek i.,0.07186251877087242
sabalenka a.,0.05969664977055508
jabeur o.,0.07071537385110532
ostapenko j.,0.060445669400233555
rybakina e.,0.05197291808400869
kvitova p.,0.020977717884777466
garcia c.,0.07417690952005905
pegula j.,0.05643150364087764
bencic b.,0.05741179277945607
alexandrova e.,0.039070368372190925
swiatek i.,0.07548092421748409
sabalenka a.,0.07713133245132844
jabeur o.,0.05324685321125423
ostapenko j.,0.06191620548057358
rybakina e.,0.05948753660436615
kvitova p.,0.07545688367124366
garcia c.,0.03408861406943647
pegula j.,0.041830788447830426
bencic b.,0.056011523226764226
alexandrova e.,0.039325521209873815
swiatek i.,0.07769965182522505
sabalenka a.,0.0694218927672106
jabeur o.,0.06427479321838231
ostapenko j.,0.07519761151787667
rybakina e.,0.056472040866257955
kvitova p.,0.05368577916707455
garcia c.,0.04689102837171971
pegula j.,0.07068402426044253
bencic b.,0.045300181213769705
alexandrova e.,0.038334642371557044
swiatek i.,0.05928951374525392
sabalenka a.,0.06864706639151767
jabeur o.,0.06664148306939444
ostapenko j.,0.060664624085509565
