name,surface,year,num_wins,num_losses,num_upsets,num_was_upset,sets_won,sets_lost,avg_sets_lost
daniel t.,Hard,2022,10,14,7,1,27,32,0.2
daniel t.,Hard,2023,6,5,5,0,14,14,0.5
davidovich fokina a.,Clay,2021,13,5,5,0,32,18,0.5384615384615385
davidovich fokina a.,Clay,2022,11,8,4,4,27,21,0.36363636363636365
davidovich fokina a.,Clay,2023,8,6,1,1,19,15,0.25
davidovich fokina a.,Grass,2021,1,1,0,1,4,3,0
davidovich fokina a.,Grass,2022,3,2,3,1,9,8,1
davidovich fokina a.,Hard,2021,11,14,3,7,28,35,0.5454545454545454
davidovich fokina a.,Hard,2022,7,15,1,3,26,37,0.7142857142857143
davidovich fokina a.,Hard,2023,10,8,1,2,25,20,0.3
de minaur a.,Clay,2021,3,5,0,3,8,12,0.33333333333333337
de minaur a.,Clay,2022,7,6,1,2,18,17,0.5714285714285714
de minaur a.,Clay,2023,4,5,0,4,10,12,0.25
de minaur a.,Grass,2021,8,3,0,2,18,11,0.5
de minaur a.,Grass,2022,7,4,1,3,21,11,0.2857142857142857
de minaur a.,Grass,2023,5,2,1,1,11,6,0.4
de minaur a.,Hard,2021,11,14,2,11,31,32,0.18181818181818182
de minaur a.,Hard,2022,22,13,3,5,54,35,0.31818181818181823
de minaur a.,Hard,2023,11,5,2,4,27,15,0.36363636363636365
dellien h.,Clay,2021,1,2,1,0,3,5,1
dellien h.,Clay,2022,4,9,1,2,13,19,0
dellien h.,Clay,2023,5,7,3,0,12,17,0.4
dimitrov g.,Clay,2021,3,4,0,3,7,8,0
dimitrov g.,Clay,2022,9,5,3,1,22,14,0.33333333333333337
dimitrov g.,Clay,2023,10,5,0,1,24,14,0.3
dimitrov g.,Grass,2021,1,1,0,1,3,4,1
dimitrov g.,Grass,2022,1,1,1,1,2,3,1
dimitrov g.,Grass,2023,2,1,1,0,4,2,0
dimitrov g.,Hard,2021,18,11,6,6,43,30,0.3888888888888889
dimitrov g.,Hard,2022,15,14,3,11,36,35,0.33333333333333337
dimitrov g.,Hard,2023,7,4,2,1,17,11,0.2857142857142857
djere l.,Clay,2021,13,10,4,4,32,30,0.6923076923076923
djere l.,Clay,2022,10,10,1,5,26,23,0.2
djere l.,Clay,2023,6,8,2,2,16,18,0.16666666666666669
djere l.,Grass,2021,1,2,0,0,5,6,1
djere l.,Grass,2023,2,2,0,0,6,4,0
djere l.,Hard,2021,9,13,2,6,24,32,0.4444444444444444
djere l.,Hard,2022,8,11,2,2,20,29,0.625
djere l.,Hard,2023,5,5,3,2,12,14,0.6
djokovic n.,Clay,2021,17,3,0,3,42,13,0.411764705882353
djokovic n.,Clay,2022,14,4,0,4,36,12,0.2142857142857143
djokovic n.,Clay,2023,12,3,1,3,33,10,0.33333333333333337
djokovic n.,Grass,2021,7,0,0,0,21,2,0.2857142857142857
djokovic n.,Grass,2022,7,0,0,0,21,6,0.8571428571428571
djokovic n.,Hard,2021,20,2,0,2,54,19,0.7
djokovic n.,Hard,2022,19,2,6,2,39,6,0.10526315789473685
djokovic n.,Hard,2023,15,1,1,1,37,5,0.2
etcheverry t.,Clay,2021,1,1,1,0,3,2,0
etcheverry t.,Clay,2022,1,8,0,3,3,18,1
etcheverry t.,Clay,2023,16,9,8,2,40,23,0.25
etcheverry t.,Hard,2022,2,5,1,3,6,13,0.5
etcheverry t.,Hard,2023,2,4,0,1,7,10,0.5
eubanks c.,Clay,2023,1,2,0,0,3,5,0
eubanks c.,Grass,2022,1,1,1,0,2,2,0
eubanks c.,Grass,2023,5,2,2,0,11,7,0.6
eubanks c.,Hard,2021,1,4,1,0,4,9,0
eubanks c.,Hard,2022,3,5,3,1,8,13,0.6666666666666666
eubanks c.,Hard,2023,6,6,5,2,16,16,0.5
evans d.,Clay,2021,6,5,4,3,14,15,0.6666666666666666
evans d.,Clay,2022,4,7,1,5,10,16,0.25
evans d.,Clay,2023,5,6,1,5,13,14,0.2
evans d.,Grass,2021,4,2,0,1,11,5,0
evans d.,Grass,2022,1,3,0,2,2,7,0
evans d.,Hard,2021,13,15,2,11,38,39,0.5384615384615385
evans d.,Hard,2022,20,16,4,7,51,40,0.3
evans d.,Hard,2023,2,5,0,4,7,12,0.5
fils a.,Clay,2023,4,2,1,0,9,7,0.5
fils a.,Hard,2023,5,2,5,0,10,4,0
fritz t.,Clay,2021,2,4,1,2,7,9,0
fritz t.,Clay,2022,5,3,0,3,14,11,0.8
fritz t.,Clay,2023,11,6,1,4,28,17,0.36363636363636365
fritz t.,Grass,2021,2,1,0,0,7,6,1.5
fritz t.,Grass,2022,8,3,0,2,23,9,0.25
fritz t.,Grass,2023,2,3,0,3,4,6,0
fritz t.,Hard,2021,30,17,9,10,71,50,0.4666666666666666
fritz t.,Hard,2022,27,11,6,7,67,37,0.4814814814814815
fritz t.,Hard,2023,16,5,1,4,38,16,0.3125
fucsovics m.,Clay,2021,3,5,0,1,8,11,0
fucsovics m.,Clay,2022,4,3,2,0,11,8,0.25
fucsovics m.,Clay,2023,4,6,2,1,11,15,0.5
fucsovics m.,Grass,2021,4,3,3,1,12,12,1.25
fucsovics m.,Grass,2022,2,1,1,0,4,5,1
fucsovics m.,Grass,2023,3,1,3,0,6,4,0.6666666666666666
fucsovics m.,Hard,2021,18,15,10,5,47,44,0.6666666666666667
fucsovics m.,Hard,2022,6,12,3,5,20,28,0.33333333333333337
fucsovics m.,Hard,2023,7,4,5,0,19,14,0.7142857142857142
gasquet r.,Clay,2021,9,7,1,4,21,18,0.33333333333333337
gasquet r.,Clay,2022,9,7,3,2,22,17,0.2222222222222222
gasquet r.,Clay,2023,2,7,0,5,8,15,0
gasquet r.,Grass,2021,1,1,0,0,3,4,1
gasquet r.,Grass,2022,2,1,2,0,7,6,1.5
gasquet r.,Grass,2023,2,3,1,1,5,7,0.5
gasquet r.,Hard,2021,4,7,2,2,9,15,0
gasquet r.,Hard,2022,12,10,8,3,31,28,0.5833333333333333
gasquet r.,Hard,2023,8,6,3,4,18,19,0.75
giron m.,Clay,2021,2,4,2,1,8,11,1
giron m.,Clay,2022,2,7,2,2,7,16,0.5
giron m.,Clay,2023,7,6,2,2,19,16,0.42857142857142855
giron m.,Grass,2021,3,2,2,0,7,8,1
giron m.,Grass,2022,3,4,3,1,10,11,0.6666666666666666
giron m.,Hard,2021,16,13,8,2,38,34,0.375
giron m.,Hard,2022,12,17,5,9,29,40,0.33333333333333337
giron m.,Hard,2023,8,8,1,3,20,20,0.375
goffin d.,Clay,2021,5,4,1,4,11,10,0.2
goffin d.,Clay,2022,12,5,8,0,27,16,0.41666666666666663
goffin d.,Clay,2023,3,6,0,0,9,15,0.6666666666666666
goffin d.,Grass,2022,4,2,2,0,14,8,0.75
goffin d.,Hard,2021,9,9,1,9,22,24,0.4444444444444444
goffin d.,Hard,2022,7,17,2,9,21,38,0.2857142857142857
goffin d.,Hard,2023,3,2,1,2,7,4,0
gojo b.,Clay,2022,1,1,1,0,4,5,2
gojo b.,Hard,2022,1,2,1,0,3,5,1
griekspoor t.,Clay,2021,1,1,0,0,2,3,1
griekspoor t.,Clay,2022,4,6,3,3,13,15,0.5
griekspoor t.,Clay,2023,3,4,0,3,11,12,1
griekspoor t.,Grass,2022,5,4,2,1,13,11,0.39999999999999997
griekspoor t.,Grass,2023,7,1,2,0,15,6,0.5714285714285714
griekspoor t.,Hard,2021,3,3,3,0,9,11,1.3333333333333333
griekspoor t.,Hard,2022,5,12,4,5,18,28,0.4
griekspoor t.,Hard,2023,12,5,5,0,27,15,0.33333333333333337
halys q.,Clay,2023,4,4,2,1,13,10,0.25
halys q.,Grass,2022,2,3,2,0,8,8,0.5
halys q.,Hard,2022,1,7,1,3,6,15,0
halys q.,Hard,2023,8,9,4,3,19,21,0.25
harris l.,Clay,2021,2,3,2,1,6,8,0.5
harris l.,Clay,2022,2,5,1,3,6,11,0
harris l.,Grass,2021,4,4,1,1,9,9,0
harris l.,Grass,2023,3,2,3,0,7,4,0
harris l.,Hard,2021,22,14,9,4,56,42,0.5454545454545454
harris l.,Hard,2022,4,7,1,5,10,17,0.5
harris l.,Hard,2023,1,1,1,0,4,5,2
humbert u.,Clay,2021,1,6,0,4,4,14,1
humbert u.,Clay,2022,2,5,0,1,8,11,0
humbert u.,Clay,2023,1,5,0,2,5,11,0
humbert u.,Grass,2021,8,2,3,1,18,10,0.625
humbert u.,Grass,2022,3,5,2,1,11,15,1.3333333333333333
humbert u.,Grass,2023,1,2,0,2,3,4,0
humbert u.,Hard,2021,7,10,1,7,22,25,0.42857142857142855
humbert u.,Hard,2022,3,9,1,4,11,21,0.33333333333333337
humbert u.,Hard,2023,4,4,3,1,11,10,0.25
hurkacz h.,Clay,2021,1,3,0,3,5,8,1
hurkacz h.,Clay,2022,9,4,0,2,23,12,0.33333333333333337
hurkacz h.,Clay,2023,5,5,0,4,16,18,1.4
hurkacz h.,Grass,2021,5,3,2,2,16,9,0.4
hurkacz h.,Grass,2022,5,2,2,2,13,7,0.4
hurkacz h.,Grass,2023,3,2,0,2,8,6,0.6666666666666666
hurkacz h.,Hard,2021,29,15,5,9,70,38,0.20689655172413793
hurkacz h.,Hard,2022,24,14,3,11,57,40,0.41666666666666663
hurkacz h.,Hard,2023,12,5,0,4,30,20,0.75
isner j.,Clay,2021,5,2,2,0,14,7,0.4
isner j.,Clay,2022,7,4,0,1,19,14,0.7142857142857143
isner j.,Grass,2022,4,2,0,1,11,9,1
isner j.,Hard,2021,18,7,5,4,39,23,0.4444444444444444
isner j.,Hard,2022,11,9,3,5,29,25,0.5454545454545454
isner j.,Hard,2023,4,6,0,5,12,14,0.25
ivashka i.,Clay,2021,5,3,2,0,11,8,0.4
ivashka i.,Clay,2022,5,7,3,2,16,19,0.8
ivashka i.,Clay,2023,3,6,1,2,8,15,0.6666666666666666
ivashka i.,Grass,2021,5,4,4,1,14,11,0.4
ivashka i.,Grass,2022,4,3,0,0,8,8,0.5
ivashka i.,Hard,2021,19,8,8,3,44,21,0.15789473684210525
ivashka i.,Hard,2022,13,11,5,4,36,31,0.6153846153846154
ivashka i.,Hard,2023,2,6,0,1,7,13,0
jarry n.,Clay,2021,1,2,1,0,3,5,1
jarry n.,Clay,2022,2,5,1,0,6,11,0.5
jarry n.,Clay,2023,18,7,9,3,42,23,0.4444444444444444
jarry n.,Grass,2023,2,2,1,1,5,4,0
jarry n.,Hard,2022,1,3,0,0,3,7,0
jarry n.,Hard,2023,1,1,1,0,3,3,0
karatsev a.,Clay,2021,9,6,3,3,22,16,0.33333333333333337
karatsev a.,Clay,2022,5,9,1,6,15,22,0.6
karatsev a.,Clay,2023,7,4,6,0,18,12,0.42857142857142855
karatsev a.,Grass,2021,1,2,0,2,2,6,1
karatsev a.,Grass,2022,1,2,0,0,4,5,1
karatsev a.,Grass,2023,1,2,0,0,3,5,1
karatsev a.,Hard,2021,23,11,11,8,58,35,0.4782608695652174
karatsev a.,Hard,2022,10,18,0,12,33,43,0.5
karatsev a.,Hard,2023,3,4,0,1,7,9,0
kecmanovic m.,Clay,2021,5,8,1,3,14,20,0.6
kecmanovic m.,Clay,2022,13,8,3,4,33,19,0.15384615384615385
kecmanovic m.,Clay,2023,7,7,0,4,18,15,0
kecmanovic m.,Grass,2021,1,2,0,0,6,6,1
kecmanovic m.,Grass,2022,2,3,0,2,6,9,1
kecmanovic m.,Grass,2023,2,3,0,2,4,6,0
kecmanovic m.,Hard,2021,7,14,0,6,23,32,0.2857142857142857
kecmanovic m.,Hard,2022,21,12,11,2,49,36,0.4761904761904762
kecmanovic m.,Hard,2023,7,8,0,4,18,20,0.42857142857142855
koepfer d.,Clay,2021,8,9,3,3,21,25,0.75
koepfer d.,Grass,2021,2,3,1,1,8,9,1
koepfer d.,Hard,2021,9,11,4,3,23,29,0.5555555555555556
koepfer d.,Hard,2022,3,6,1,1,10,16,1
korda s.,Clay,2021,6,4,3,3,14,9,0
korda s.,Clay,2022,8,6,4,3,19,14,0.125
korda s.,Clay,2023,1,3,0,3,3,7,0
korda s.,Grass,2021,5,2,3,0,16,8,0.6
korda s.,Grass,2022,1,2,0,1,3,4,0
korda s.,Grass,2023,3,1,3,0,6,2,0
korda s.,Hard,2021,16,10,12,2,33,26,0.375
korda s.,Hard,2022,24,14,10,5,61,40,0.41666666666666663
korda s.,Hard,2023,7,1,4,0,19,5,0.42857142857142855
krajinovic f.,Clay,2021,10,9,1,4,24,24,0.5
krajinovic f.,Clay,2022,6,6,4,2,14,15,0.33333333333333337
krajinovic f.,Grass,2022,5,2,2,1,11,9,0.8
krajinovic f.,Hard,2021,8,12,0,4,22,29,0.375
krajinovic f.,Hard,2022,6,8,1,2,14,20,0.33333333333333337
krajinovic f.,Hard,2023,3,6,0,1,7,16,1
kubler j.,Clay,2022,1,1,1,0,3,3,0
kubler j.,Clay,2023,5,5,0,1,11,14,0.6
kubler j.,Grass,2022,6,2,4,0,15,8,0.5
kubler j.,Hard,2021,1,1,1,0,2,3,1
kubler j.,Hard,2022,3,4,3,0,8,11,0.6666666666666666
kubler j.,Hard,2023,3,5,3,1,10,11,0
kyrgios n.,Clay,2022,2,1,2,0,4,3,0.5
kyrgios n.,Grass,2021,2,0,1,0,6,2,1
kyrgios n.,Grass,2022,11,3,5,0,29,15,0.7272727272727273
kyrgios n.,Hard,2021,5,6,1,1,15,17,0.6
kyrgios n.,Hard,2022,23,6,14,1,56,19,0.21739130434782603
lajovic d.,Clay,2021,5,9,0,6,14,20,0.2
lajovic d.,Clay,2022,6,10,3,4,19,24,0.5
lajovic d.,Clay,2023,14,8,8,4,30,22,0.42857142857142855
lajovic d.,Grass,2021,1,2,0,1,3,7,2
lajovic d.,Hard,2021,11,14,2,9,31,36,0.5454545454545454
lajovic d.,Hard,2022,3,7,2,3,10,18,1
lajovic d.,Hard,2023,2,2,2,0,5,5,0
lehecka j.,Clay,2022,4,7,3,0,11,16,0.25
lehecka j.,Clay,2023,5,5,3,3,13,13,0.4
lehecka j.,Grass,2023,2,2,1,0,4,5,0.5
lehecka j.,Hard,2022,4,7,4,3,11,19,0.75
lehecka j.,Hard,2023,11,6,7,1,29,18,0.4545454545454545
lestienne c.,Grass,2023,1,1,0,1,2,3,1
lestienne c.,Hard,2022,6,4,4,0,12,10,0.33333333333333337
lestienne c.,Hard,2023,4,6,1,1,12,15,0.5
machac t.,Clay,2023,2,1,1,0,4,2,0
machac t.,Hard,2022,3,4,2,1,11,12,0.6666666666666666
mannarino a.,Clay,2022,1,3,1,1,3,7,0
mannarino a.,Clay,2023,1,4,0,2,3,9,0
mannarino a.,Grass,2021,3,3,0,2,6,7,0.33333333333333337
mannarino a.,Grass,2022,4,4,2,1,10,12,0.75
mannarino a.,Grass,2023,7,3,2,2,16,9,0.42857142857142855
mannarino a.,Hard,2021,9,13,2,6,23,32,0.4444444444444444
mannarino a.,Hard,2022,21,19,10,7,51,48,0.38095238095238093
mannarino a.,Hard,2023,10,7,5,4,23,20,0.5
marterer m.,Grass,2022,1,1,0,0,3,4,1
marterer m.,Hard,2023,2,2,2,1,4,5,0.5
mcdonald m.,Clay,2021,2,2,2,0,8,6,0.5
mcdonald m.,Clay,2022,3,4,1,1,10,11,0.6666666666666666
mcdonald m.,Grass,2022,3,4,0,2,10,10,0.33333333333333337
mcdonald m.,Grass,2023,5,3,3,2,12,7,0.2
mcdonald m.,Hard,2021,16,16,13,2,42,39,0.3125
mcdonald m.,Hard,2022,20,20,10,4,52,47,0.25
mcdonald m.,Hard,2023,12,8,6,2,27,21,0.33333333333333337
medvedev d.,Clay,2021,5,3,0,3,15,9,0.4
medvedev d.,Clay,2022,3,2,0,2,9,5,0
medvedev d.,Clay,2023,10,3,0,3,22,10,0.3
medvedev d.,Grass,2021,7,2,0,2,19,9,0.5714285714285714
medvedev d.,Grass,2022,8,3,0,3,16,7,0.125
medvedev d.,Grass,2023,2,2,0,2,5,5,0.5
medvedev d.,Hard,2021,37,7,1,5,90,26,0.29729729729729726
medvedev d.,Hard,2022,31,12,0,11,82,32,0.19354838709677424
medvedev d.,Hard,2023,28,3,3,1,58,13,0.21428571428571427
molcan a.,Clay,2021,5,2,3,0,11,6,0.39999999999999997
molcan a.,Clay,2022,13,6,6,2,31,18,0.38461538461538464
molcan a.,Clay,2023,7,6,1,2,17,17,0.5714285714285714
molcan a.,Grass,2022,3,3,2,2,9,8,0.33333333333333337
molcan a.,Hard,2021,2,3,1,0,6,10,1.5
molcan a.,Hard,2022,7,11,2,7,18,28,0.5714285714285714
molcan a.,Hard,2023,5,4,3,3,13,13,0.8
monteiro t.,Clay,2021,5,8,0,4,17,17,0
monteiro t.,Clay,2022,6,7,5,3,17,16,0.33333333333333337
monteiro t.,Clay,2023,5,8,2,1,17,21,0.8
monteiro t.,Grass,2022,1,2,0,0,2,6,1
monteiro t.,Hard,2021,8,6,2,1,18,16,0.25
monteiro t.,Hard,2022,6,9,3,2,16,23,0.5
monteiro t.,Hard,2023,1,4,1,2,3,9,0
moutet c.,Clay,2021,4,5,3,1,9,14,0.75
moutet c.,Clay,2022,2,2,1,1,5,6,0.5
moutet c.,Clay,2023,1,4,0,2,5,10,1
moutet c.,Grass,2021,1,3,1,1,2,7,0
moutet c.,Grass,2023,2,3,2,0,5,6,0
moutet c.,Hard,2021,6,4,4,0,17,13,0.5
moutet c.,Hard,2022,11,7,7,0,28,23,0.6363636363636364
moutet c.,Hard,2023,1,1,0,0,4,5,2
muller a.,Clay,2023,5,4,4,0,11,10,0.2
muller a.,Hard,2021,1,3,1,0,5,8,1
muller a.,Hard,2023,2,1,2,0,5,3,0.5
munar j.,Clay,2021,6,11,4,5,19,24,0.16666666666666669
munar j.,Clay,2022,9,9,3,1,25,22,0.33333333333333337
munar j.,Clay,2023,8,8,2,4,20,21,0.5
munar j.,Grass,2022,1,2,0,0,6,5,0
munar j.,Hard,2021,5,6,1,2,15,14,0.2
munar j.,Hard,2022,8,13,2,5,22,30,0.25
murray a.,Clay,2022,2,0,1,0,4,1,0.5
murray a.,Grass,2021,3,2,2,0,8,8,1
murray a.,Grass,2022,7,3,2,0,17,9,0.2857142857142857
murray a.,Hard,2021,12,12,9,0,28,30,0.41666666666666663
murray a.,Hard,2022,15,15,7,3,39,42,0.6666666666666666
murray a.,Hard,2023,8,5,3,2,19,20,1.125
musetti l.,Clay,2021,8,6,6,1,22,17,0.625
musetti l.,Clay,2022,14,6,11,1,31,18,0.3571428571428571
musetti l.,Clay,2023,12,9,4,5,29,22,0.25
musetti l.,Grass,2023,4,2,0,0,9,5,0.25
musetti l.,Hard,2021,11,11,7,2,28,29,0.5454545454545454
musetti l.,Hard,2022,17,15,5,10,43,40,0.4705882352941176
nakashima b.,Clay,2022,3,4,1,0,8,11,0.6666666666666667
nakashima b.,Clay,2023,3,3,0,1,9,8,0.33333333333333337
nakashima b.,Grass,2022,6,3,2,1,18,10,0.5
nakashima b.,Grass,2023,1,3,0,1,4,7,1
nakashima b.,Hard,2021,15,9,12,2,35,26,0.4666666666666667
nakashima b.,Hard,2022,21,16,5,3,50,37,0.14285714285714288
nakashima b.,Hard,2023,3,5,1,2,8,12,0.33333333333333337
